name,street_address,price,cuisine,rating
Simply Curry - Makan Place,"Ngee Ann Polytechnic, 535 Clementi Road (Blk 51)",Under $10,Indian,
Simply Sandwich,"Millenia Walk, 9 Raffles Boulevard #01-92",Under $10,,
Simply Sandwich,"3 Phillip Street, #01-02",Under $10,,
Sims Place Toa Payoh Chwee Kueh,"Kim Keat Palm Market &amp; Food Centre, Blk 22 Lorong 7 Toa Payoh #01-55",Under $10,,
Sin Bedok North BBQ Chicken Wing,"Bedok 85 Market, Blk 85 Bedok North Street 4 #01-12",Under $10,"Singaporean, Chinese",3.5
Sin Chew Satay Bee Hoon,116 Upper Bukit Timah Road Stall #162,Under $10,,3.5
Sin Heng Claypot Bak Koot Teh,439 Joo Chiat Road,Under $10,,3
Sin Heng Kee Porridge,Blk 685 Hougang St 61 #01-150,Under $10,"Singaporean, Chinese",4
Sin Hoi Sai Eating House,187 East Coast Road,Under $10,"Singaporean, Chinese",
Sin Kee Famous Chicken Rice,38 Commonwealth Ave #01-02,Under $10,Singaporean,4
Sin Kee Seafood Soup - Teo Chap Bee Eating House,Blk 19 Marsiling Lane #01-329,Under $10,"Singaporean, Chinese",
Sin Lee Foods,Blk 4 Jalan Bukit Ho Swee #01-164,$11 - $20,,3
Sin Ming Roti Prata,Blk 24 Sin Ming Road #01-51 (Jin Fa Kopitiam),Under $10,Indian,3.5
Sin Sian Yuen (Economic Rice) - Swee Sian Yuen Eating House,Blk 101 Yishun Ave 5,Under $10,,
Sin Tian Di Steamboat Seafood Restaurant,Blk 259 Outram Road,$11 - $20,,
Sing Heng Dessert,"Mei Chin Road Market, 159 Mei Chin Road #02-25",Under $10,,3.5
SING HK Cafe,Blk 4 Everton Park #01-42,$11 - $20,Cantonese/Hong Kong,
Singapore Flyer Sky Dining,"Singapore Flyer, 30 Raffles Avenue",$151 - $300,Singaporean Western,4
Singapore Fried Hokkien Mee,"Whampoa Makan Place, 90 Whampoa Drive #01-32",Under $10,"Fujian/Heng Hwa, Chinese",3.5
Singapore Tarts &amp; Cookies,"Farmart Centre, Blk 67 Sungei Tengah Road 01-33/34",Under $10,,
Singapore Zam Zam,697 North Bridge Road,Under $10,Indian,4
Sinpopo Brand,458 Joo Chiat Road,Under $10,,3.5
Sioo Kee Fish Ball Noodle,"51 Old Airport Road Food Centre &amp; Shopping Mall, 51 Old Airport Road #76",Under $10,Teochew,
Siti Khadijah Seafood,"Newton Food Centre, 500 Clemenceau Ave North #01-007",Under $10,,
Skinny Pizza,"Wheelock Place, 501 Orchard Road #03-04",$11 - $20,,4
Skyve Wine Bistro,"Blk E, 10 Winstedt Road #01-17",$31 - $50,European,4
Slackers&#39; Bar &amp; Cafe,"UE BizHub East, 4 Changi Business Park Ave 1 #03-11",$11 - $20,American,
Smart Cook,"Woodlands Xchange, 30 Woodlands Ave 2",Under $10,"Malay, Singaporean, Chinese",
Smiths Authentic British Fish And Chips,"Balmoral Plaza, 271 Bukit Timah Road #01-02",$21 - $30,English,
Smiths Authentic British Fish And Chips,230 Tanjong Katong Rd,$21 - $30,English,4
Smitten Coffee and Tea Bar,"The Quayside, 60 Robertson Quay #01-11",Under $10,,4
Smokey’s BBQ,73 Joo Chiat Place,$21 - $30,American,3.5
Smooch Caf&#233;,"Ngee Ann Polytechnic, 535 Clementi Road, OurSpace@72",Under $10,American,4
Smoulder,"Raffles City Shopping Centre, 252 North Bridge Road #B1-68",Under $10,,3.5
Snacks - Lucky Star Eating House,Blk 221 Marsiling Crescent,Under $10,Chinese,
Snowman Desserts,"Nex, 23 Serangoon Central #02-04/06",Under $10,Korean,
Snug Snug,"1 Goldhill Plaza, #01-23",$21 - $30,"American, Mexican",
So France,"Duo Galleria, 7 Fraser Street, #01-51/56",$31 - $50,French,
So Ph&#244;,"The Star Vista, 1 Vista Exchange Green, #B1-11",$11 - $20,Vietnamese,
So Ph&#244;,"Jewel Changi Airport, 78 Airport Boulevard, #B1-248",$11 - $20,Vietnamese,
So Ph&#244;,"Changi Airport Terminal 3, 65 Airport Boulevard #03-30/31",$11 - $20,Vietnamese,
So Ph&#244;,"Jem, 50 Jurong Gateway Road #B1-08",$11 - $20,Vietnamese,3.5
So Ph&#244;,"Paragon, 290 Orchard Road, #B1-20",$11 - $20,Vietnamese,
So Ph&#244;,"ION Orchard, 2 Orchard Turn, #B3-19",$11 - $20,Vietnamese,
So Ph&#244;,"Waterway Point, 83 Punggol Central #01-28",$11 - $20,Vietnamese,
So Ph&#244;,"Tampines Mall, Blk 4 Tampines Central 5 #04-30",$11 - $20,Vietnamese,
SOD Cafe,"Yew Tee Point, 21 Choa Chu Kang North 6 #B1-43",Under $10,Taiwanese,4.5
SOD Cafe,"HDB Hub, Blk 530 Lorong 6 Toa Payoh #01-K1",Under $10,Singaporean,4.5
Sofra Turkish Cafe &amp; Restaurant,"Shaw Towers, 100 Beach Road #02-42/44",$11 - $20,Middle Eastern/Mediterranean,3.5
Sogurt,"OneKM Mall, 11 Tanjong Katong Road #B1-K17",Under $10,,
Sogurt,"Nex, 23 Serangoon Central #04-17",Under $10,,4
Soh Kee Cooked Food,"Jurong West 505 Market &amp; Food Centre, Blk 505 Jurong West Street 52 #01-44",Under $10,,3.5
Soi 19 Thai Wanton Mee,Blk 151 Ang Mo Kio Ave 5,Under $10,,3
Soi 60,"The Quayside, 60 Robertson Quay #01-04",$21 - $30,Thai,
Soi Thai Kitchen,"JCube, 2 Jurong East Central 1, #04-12",Under $10,Thai,
Soi Thai Kitchen,"502 Jurong West Ave 1, #01-811",Under $10,Thai,
Soi Thai Kitchen,"Blk 824, Tampines St 81, #01-28",$11 - $20,Thai,3.5
Soi Thai Soi Nice,"Seletar Mall, 33 Sengkang West Ave, #01-29/30",$31 - $50,"Asian Variety, Thai",
SOL Playground Cafe,"The Grandstand, 200 Turf Club Road #01-21",$11 - $20,,
Song Fa Bak Kut Teh,"UE Bizhub East, 6 Changi Business Park Ave 1 #01-38 (North Tower Office)",Under $10,,4
Song Fa Bak Kut Teh,"Chinatown Point, 133 New Bridge Road #01-04",Under $10,,4
Song Fa Bak Kut Teh,"11 New Bridge Road, #01-01",$11 - $20,Singaporean Chinese,4
Song Kee Fishball Noodles Fish Porridge,"Newton Food Centre, 500 Clemenceau Ave North #01-06",Under $10,Teochew,4
Song Luck,Blk 16 Bedok South Road #01-42,Under $10,Singaporean,
Soo Teck Lim Vegetarian Confectionery,Blk 210 Hougang St 21 #01-257,Under $10,,
Soon Fatt Korean Cuisine - Varinice,Blk 133 Jurong East Street 13,Under $10,Korean,4
"Soon Heng Braised Duck Rice, Noodle, Kway Chap","Beo Crescent Market &amp; Food Centre, 38A Beo Crescent #01-66",Under $10,"Singaporean, Chinese",
Soon Heng Rojak - Gourmet Paradise,"HDB Hub, Blk 480 Lorong 6 Toa Payoh #B1-01",Under $10,,4
Soon Ji Duck Rice - Boyang Coffee Shop,Blk 116 Bukit Merah View #01-217,Under $10,"Singaporean, Chinese",
Soon Kee Lor Duck Rice - Horne Road Food Court,"Jalan Besar Stadium, 100 Tyrwhitt Road",Under $10,"Singaporean, Chinese",
Soon Kee Wanton Mee,"Pek Kio Market &amp; Food Centre, 41A Cambridge Road #01-44",Under $10,"Singaporean, Chinese",3.5
Soon Lai BBQ Fish,"Alexandra Village Food Centre, 120 Bukit Merah Lane 1 #01-57",Under $10,,
Soon Lee Fried Kway Teow/Fried Oyster/Carrot Cake,"ABC Brickworks Food Centre, Blk 6 Jalan Bukit Merah #01-36",Under $10,,
Soon Li Huat Economical Bee Hoon/Nasi Lemak,"Bukit Merah Central Food Center, 163 Bukit Merah Central #02-08",Under $10,"Singaporean, Chinese",
Soon Li Yong Tau Foo,"115 Bukit Merah View Market &amp; Food Centre, Blk 115 Bukit Merah View #01-78",Under $10,"Singaporean, Chinese",3
Soon Soon Wang Kitchen - Ah Seah Eating House,"Kovan Centre, 9 Yio Chu Kang Road #1",Under $10,,
Sophie Bakery,"Novena Square Velocity, 238 Thomson Road #01-19",Under $10,French,
Sophie Bakery,"Wisma Atria, 435 Orchard Road #B1-44/49",Under $10,"French, European",3.5
Sophie Bakery,"One Shenton, 1 Shenton Way",Under $10,"French, European",
Soup Broth Asia,"Raffles City Shopping Centre, 252 North Bridge Road #B1-62",Under $10,Fusion,4
Soup Guru - Food Republic,"Shaw House, 350 Orchard Road Basement 1",Under $10,Chinese,
Soup Master &amp; XO Chicken Pot,10 Cheong Chin Nam Road,$11 - $20,,3.5
Soup Restaurant,"Raffles Medical Holland Village, 118 Holland Avenue, #01-02",$11 - $20,Singaporean Chinese,
Soup Restaurant,"Nex, 23 Serangoon Central #02-15/16",$21 - $30,,3.5
Soup Restaurant,"United Square, 101 Thomson Road #B1-10",$11 - $20,,
SOUPerlicious,"Changi Airport Terminal 2, 60 Airport Boulevard #048-049 (Departure Check In Hall)",Under $10,American,2.5
South Union Park,101 Jalan Kembagan,$11 - $20,Multi-Cuisine,
Southbank,314 Joo Chiat Road,$11 - $20,Thai,
Soy Good,"Geylang Bahru Food Centre, 69 Geylang Bahru #01-2739",Under $10,,
Soyahouse Cafe,"Far East Plaza, 14 Scotts Road #01-16A/B",Under $10,,
Soyako,"Bukit Timah Market, 51 Upper Bukit Timah Road #166",Under $10,,4
Spageddies Italian Kitchen,"Orchard Central, 181 Orchard Road #04-01",$11 - $20,Italian,3.5
Spagio Pizzeria,"Liang Seah Street, 2 Liang Seah Street",$11 - $20,"Italian, European",
Spanish Doughnuts,"Orchard Central, 181 Orchard Road #05-51/52",Under $10,,4
Special Chilli Yong Tau Foo,"Berseh Food Centre, 166 Jalan Besar #01-17",Under $10,,4
Spice Brasserie,"PARKROYAL on Kitchener Road, 181 Kitchener Road Lobby",$21 - $30,Multi-Cuisine,3.5
Spice Sutra Restaurant &amp; Caf&#233;,"Thomson Imperial Court, 200 Upper Thomson Road #01-03",$21 - $30,Indian,4
Spices Cafe,"Concorde Hotel Singapore, 100 Orchard Road",$21 - $30,Fusion,4
Spicy Non Spicy,"822 Tampines Street 81, #01-196",$11 - $20,Dong Bei,
Spicy Thai Thai,Blk 115 Aljunied Ave 2 #01-35,$11 - $20,Thai,3.5
Spicy Thai Thai,Blk 115 Aljunied Ave 2 #01-35,$11 - $20,Thai,
Spinach Yong Tau Foo Soup,221B Boon Lay Place,Under $10,Singaporean Chinese,
Spinelli Coffee Company,"NUS Faculty of Science, 10 Kent Ridge Crescent Canteen 4 (Bioscience)",Under $10,American,4
Spinelli Coffee Company,"King Albert Park, 11 King Albert Park #01-05",Under $10,American,4
Spinelli Coffee Company,"Wheelock Place, 501 Orchard Road #B1-01",Under $10,American,3.5
Spize,"Temasek Club, 131 Rifle Range Road #03-03",$21 - $30,Asian Variety,
Spizza,"Balmoral Plaza, 271 Bukit Timah Road #01-09",$21 - $30,Italian,4
Spizza,29 Club Street,$11 - $20,Italian,4
Spizza,269 Jalan Kayu,$11 - $20,Italian,4
Spizza,Blk 22 Havelock Road #01-677,$11 - $20,Italian,
Spizza,207B Pandan Loop,$11 - $20,Italian,
Spizzico Ristorante Italiano,"UE Square, 81A Clemenceau Ave #01-13",$31 - $50,Italian,3.5
Sprigs,12 Purvis Street #01-01,$31 - $50,European,4.5
Springleaf Prata Place,57B Jalan Tua Kong,Under $10,Indian,
SPRMRKT,2 McCallum Street,$11 - $20,Multi-Cuisine,3.5
Spruce,"Phoenix Park, 320 Tanglin Road",$31 - $50,American,3.5
Spuds &amp; Aprons,"Faber Peak, 109 Mount Faber Road",$21 - $30,Multi-Cuisine,4
Sque Rotisserie &amp; Alehouse,"The Central, 6 Eu Tong Sen Street, #01-70",$11 - $20,,3.5
Sri Sujana Nasi Lemak,"Changi Village Hawker Centre, Blk 2/3 Changi Village Road #01-30",Under $10,Malay,3
Srisun Prata,Blk 132 Bukit Batok West Ave 6,Under $10,Indian,3
Ssikkek Korean Grill BBQ Buffet,"Oriental Plaza, 291 New Bridge Road, #01-01",$21 - $30,Korean,3.5
SsikSin BBQ,"Tampines 1, 10 Tampines Central 1 #04-22/23",$21 - $30,Korean,4
SsikSin Chicken,"Nex, 23 Serangoon Central #02-04/06",$11 - $20,Korean,
St.Marc Cafe,"Marina Square, 6 Raffles Boulevard #02-105",Under $10,Japanese,3.5
St Marc Cafe,"Vivocity, 1 Harbourfront Walk #01-108/110",Under $10,Japanese,3.5
Stamping Ground Coffee,31 Club St  #01-02,Under $10,,
Standing Sushi Bar,"Singapore Art Museum, 8 Queen St #01-03",$11 - $20,Japanese,3.5
Standing Sushi Bar,"Marina Bay Link Mall, 8A Marina Boulevard #B2-51",$21 - $30,Japanese,3
Star Yong Kwang BBQ Seafood,"Alexandra Village Food Centre, 120 Bukit Merah Lane 1, #01-07/08",$11 - $20,,4
Starbucks,"Bedok Mall, 311 New Upper Changi Road #01-92/93",Under $10,American,
Starbucks,"Bishan Community Club, 51 Bishan Street 13 #01-02",Under $10,American,
Starbucks,"Bugis Junction, 230 Victoria St #01-15",Under $10,American,4
Starbucks,"Changi City Point, 5 Changi Business Park Central 1 #01-25",Under $10,American,4
Starbucks,"Raffles City Shopping Centre, 252 North Bridge Road #01-46/48",Under $10,American,4
Starbucks,"The Clementi Mall, 3155 Commonwealth Ave West #03-K1/K3",Under $10,American,4
Starbucks,"Jem, 50 Jurong Gateway Road #01-02",Under $10,American,3.5
Starbucks,"Novena Square (Office Tower), 238 Thomson Road #02-K7/K8",Under $10,American,
Starbucks,"Wisma Atria, 435 Orchard Road #03-35/40",Under $10,American,3
Starbucks,"Liat Towers, 541 Orchard Road #01-01A",Under $10,American,4.5
Starbucks,"1 Pasir Ris Central Street 3, #01-21/22/23",$11 - $20,American,
Starbucks,"OneKM Mall, 11 Tanjong Katong Road #01-17/18/19",Under $10,American,
Starbucks,"OCBC Centre East, 63 Chulia St #01-01A",Under $10,American,
Starbucks,"Resorts World Sentosa, 26 Sentosa Gateway #01-202",Under $10,American,
Starbucks,"Nex, 23 Serangoon Central #02-K01/02",Under $10,American,4
Starbucks,"Tampines Mall, Blk 4 Tampines Central 5 #01-50",Under $10,American,
Starbucks,"Our Tampines Hub, 1 Tampines Walk, #01-104",Under $10,American,
Starbucks,"Tampines Mall, 4 Tampines Central 5 #01-50",Under $10,American,3.5
Starbucks,"VivoCity, 1 HarbourFront Walk #02-60/61",Under $10,American,4
Stay Home Mum Cafe,"Heartland Mall, 205 Hougang St 21 #02",Under $10,,
SteakOut,89 Victoria St #01-01,$11 - $20,American,2.5
Steamed Gourmet - Food Junction,"Lot One Shoppers&#39; Mall, 21 Choa Chu Kang Ave 4 #04-15",Under $10,"Singaporean, Chinese",4
Stellar,"One Raffles Place, 1 Raffles Place #62-01",$51 - $80,European,4
Stellar,"One Raffles Place, 1 Raffles Place #62-01",$51 - $80,,4
Stickhouse,"JCube, 2 Jurong East Central 1 #B1-K14",Under $10,"Italian, Middle Eastern/Mediterranean, European",3
Sticky,"JCube, 2 Jurong East Central 1 #04-12",Under $10,Australian / New Zealand,4.5
Sticky,"Cathay Cineleisure Orchard, 8 Grange Road #01-02",Under $10,Australian / New Zealand,4
Sticky Wings,"Westgate Mall, 3 Gateway Drive, #02-05",Under $10,,
Stirling,15 Cheong Chin Nam Road,$21 - $30,"Italian, Middle Eastern/Mediterranean",3.5
Stirling Highway,"Ridgewood Condominium, 5 Ridgewood Close #G1",Under $10,,
Straits Cafe,"Rendezvous Grand Hotel Singapore, 9 Bras Basah Road",$21 - $30,Multi-Cuisine,4
Straits Chinese Nonya Restaurant,"Chinatown Plaza, 34 Craig Road #01-08/09",$11 - $20,Peranakan / Nonya,4
Straits Kitchen,"Grand Hyatt Singapore, 10 Scotts Road Lobby Level",$21 - $30,Singaporean,3.5
Stranger&#39;s Reunion,37 Kampong Bahru Road,$11 - $20,,3.5
Streats,"Bukit Panjang Plaza, 1 Jelebu Road #03-05/07",$11 - $20,Cantonese/Hong Kong,3
Streats,"E!Hub, 1 Pasir Ris Close #02-104/105",$11 - $20,Cantonese/Hong Kong,3
STREET 50 Restaurant and Bar,"Bay Hotel Singapore, 50 Telok Blangah Road",$31 - $50,"Fusion, Multi-Cuisine",3.5
Stuttgart Blackforest Boutique S-Cafe,"GSM Building, 141 Middle Rd #01-01+",$11 - $20,"German, European",4
Stuttgart Blackforest Boutique S-Cafe,"Rendezvous Hotel Gallery, 9 Bras Basah Road #01-01",$11 - $20,German,
Su Korean Cuisine,"Far East Plaza, 14 Scotts Road #01-21",$11 - $20,Korean,3.5
Su Shi Piao Xiang (Vegetarian) - Kopitiam,Blk 2 Lorong Lew Lian #01-56,Under $10,,
Su Yuan Vegetarian,"11 Telok Blangah Crescent Market &amp; Food Centre, 11 Telok Blangah Cresent #113",Under $10,,
Suanthai&#39;s Thai Cuisine - Foodfare,"AMK Hub, 53 Ang Mo Kio Ave 3 #03-12",Under $10,Thai,
Subway,"AMK Hub, 53 Ang Mo Kio Ave 3 #01-35",Under $10,American,4
Subway,"Junction 8 Shopping Centre, 9 Bishan Place #01-31",Under $10,American,3.5
Subway,"Bukit Gombak MRT, 802 Bukit Batok West Ave 5",Under $10,American,
Subway,"Bukit Panjang Plaza, 1 Jelebu Road #01-38",Under $10,American,
Subway,"Ngee Ann Polytechnic, Blk 51, 535 Clementi Road (Makan Place)",Under $10,American,
Subway,"JCube, 2 Jurong East Central 1 #B1-K04",Under $10,American,
Subway,"Chevron House, 30 Raffles Place #B1-05",Under $10,American,4
Subway,"Sentosa, 51 Imbiah Road",Under $10,American,
Subway,"Tiong Bahru Plaza, 302 Tiong Bahru Road #01-57/58",Under $10,American,4
Subway,"HDB Hub, 450 Toa Payoh Lorong 6 #01-06/07",Under $10,American,
Subway,"Khoo Teck Puat Hospital, 90 Yishun Central #01-01/02",Under $10,American,4.5
Sufood,"Raffles City Shopping Centre, 252 North Bridge Road, #02-19",$21 - $30,"Italian, Taiwanese",4
Sugarica Sweet &amp; Savoury,"Watermark Robertson Quay, 7 Rodyk Street #01-32",Under $10,"French, European",
Sukhothai Kitchen Authentic Thai Cuisine - Tastebud Foodcourt,52 Queen Street,Under $10,Thai,
Suki-Ya,"Bedok Point, 799 New Upper Changi Road #03-08/11",$31 - $50,Japanese,
Suki-Ya,"Bugis+, 201 Victoria St #04-14/15",$31 - $50,Japanese,4
Suki-Ya,"Heartland Mall, 205 Hougang Street 21 #02-08/09",$31 - $50,Japanese,
Sum Kee Food,"Yeo&#39;s Building, 2 Telok Blangah Street 31",$11 - $20,"Singaporean, Chinese",3.5
Sumire Yakitori House,"Bugis Junction, 80 Middle Road, #01-88/89",$31 - $50,Japanese,4
Sumiya Charcoal Grill Izakaya,"Orchard Central, 181 Orchard Road #12-02",$21 - $30,Japanese,4
Summer Palace,"Regent Singapore, 1 Cuscaden Road Level 3",$81 - $150,Cantonese/Hong Kong,4
Sumomo Okonomiyaki,44A Prinsep St #01-01,$11 - $20,Japanese,
Sun with Moon Japanese Dining &amp; Caf&#233;,"The Central, 6 Eu Tong Sen St #01-70",$31 - $50,Japanese,4.5
Sun with Moon Japanese Dining &amp; Caf&#233;,"Wheelock Place, 501 Orchard Road #03-15/16/17",$21 - $30,Japanese,4
Sun Yang Hai Xien Tang,177 Toa Payoh Central #01,Under $10,"Singaporean, Chinese",3.5
Sunday Folks,"Chip Bee Garden, 44 Jalan Merah Saga #01-52",$11 - $20,,3.5
Sunday Market,22 Lim Tua Tow Road,$11 - $20,Fusion,3.5
Sungei Road Laksa - Jin Shui Kopitiam,Blk 27 Jalan Berseh #01-100,Under $10,Singaporean,4
Sunrise Bistro &amp; Bar,"Playground @ Big Splash, 902B East Coast Parkway #01-05",$11 - $20,Italian,
Sun&#39;s Caf&#233;,"Hotel Grand Pacific, 101 Victoria St Level 1",$31 - $50,Multi-Cuisine,3.5
Super Loco,"60 Robertson Quay, #01-13 THE QUAYSIDE",$21 - $30,Mexican,
Super Star K,75 Tanjong Pagar Road,$31 - $50,Korean,4
SuperTree,"Gardens By The Bay, 18 Marina Gardens Drive #03-01 (Supertree Grove)",$31 - $50,Multi-Cuisine,3.5
Supply &amp; Demand,"Esplanade Mall, 8 Raffles Avenue, #01-13",$11 - $20,Italian,4
Supply &amp; Demand,"Orchard Gateway, 277 Orchard Road, #02-13/14",$11 - $20,"Italian, Fusion",4
Supreme Cuisine,"Matrix, 30 Biopolis Street, #01- 02",$11 - $20,Japanese,3
Suprette,"Kam Leng Hotel, 383 Jalan Besar (Lobby)",$21 - $30,American,3.5
Sushi Airways,20A Baghdad Street,$31 - $50,Japanese,4
Sushi Burrito,"100 AM, 100 Tras St #01-06",$11 - $20,"Mexican, Japanese, Fusion",3.5
Sushi Express,"CityLink Mall, 1 Raffles Link #B1-23",$11 - $20,Japanese,3.5
Sushi Express,"Westgate, 3 Gateway Drive #B1-26",$11 - $20,Japanese,3.5
Sushi Express,"313@Somerset, 313 Orchard Road #B3-28/29",$11 - $20,Japanese,3.5
Sushi Goshin,"Robinson Orchard, 260 Orchard Road #B1-02B",$31 - $50,Japanese,
Sushi Jin,"One Farrer Hotel and Spa, 1 Farrer Park Station Road #01-11/12 (Owen Link)",$51 - $80,Japanese,
Sushi Jiro,"PARKROYAL COLLECTION Marina Bay, 6 Raffles Boulevard, #04-600",$151 - $300,Japanese,
Sushi Jiro,"Marina at Keppel Bay, 2 Keppel Bay Vista, #02-01",$81 - $150,Japanese,
Sushi Kou,"Holiday Inn Singapore Orchard City Centre, 11 Cavenagh Road, #01-13/14",$301 - $500,Japanese,
Sushi Mitsuya,60 Tras St #01-01,$81 - $150,Japanese,
Sushi Tei,"China Square Central, 20 Cross St #01-28/30",$21 - $30,Japanese,4.5
Sushi Tei,"Holland V Shopping Mall, 3 Lorong Liput #01-08",$21 - $30,Japanese,3.5
Sushi Tei,"JEM, 50 Jurong Gateway Road #03-18",$21 - $30,Japanese,4
Sushi Tei,"Paragon, 290 Orchard Road #05-05",$21 - $30,Japanese,4
Sushi Tei,"VivoCity, 1 Harbourfront Walk #02-152",$21 - $30,Japanese,4
Sushi Tei,"Thomson Plaza, 301 Upper Thomson Road",$21 - $30,Japanese,3.5
Sushi Tei,"930 Yishun Ave 2, #02-13 Northpoint Shopping Centre",$21 - $30,Japanese,
Swatow Seafood Restaurant,"181 Lorong 4 Toa Payoh, #02-602",$21 - $30,"Cantonese/Hong Kong, Teochew",3.5
Swatow Wanton Noodle,"Bedok 85 Market, Blk 85 Bedok North St 4 #01-50",Under $10,,
Swee Choon Dim Sum Restaurant,183-191 Jalan Besar,Under $10,Cantonese/Hong Kong,4
Swee Heng,"NUH Main Building 1, 5 Lower Kent Ridge Road #01-01",Under $10,Singaporean,
Swee Heng,"Keat Hong Shopping Centre, Blk 253 Chao Chu Kang Ave 1 #B1-19",Under $10,,
Swee Heng Wanton Noodle,"Chomp Chomp Food Centre, 20 Kensington Park Road #01-12",Under $10,,3.5
Swee Satay,644 Hougang Avenue 8 #01-257,Under $10,Malay,4
Sweet Basil,"The Adelphi, 1 Coleman St #02-07",$11 - $20,Thai,
Sweet Dynasty Cafeteria,29 Keong Saik Road,$11 - $20,Chinese,4
Sweet Musings,"The Star Vista, 1 Vista Exchange Green #02-05",Under $10,Fusion,3.5
Sweet Secrets,"Junction 8 Shopping Centre, 9 Bishan Place #B1-10",Under $10,French,
Sweet Secrets*,"International Plaza, 10 Anson Road",Under $10,Singaporean,
Sweet Talk,"Yew Tee Point, 21 Choa Chu Kang North 6 #B1-40",Under $10,Taiwanese,4.5
Sweet Talk,"Orchard Central, 181 Orchard Road #B1-02",Under $10,Taiwanese,4
Sweet Talk,"Tampines MRT, 20 Tampines Central 1 #01-05",Under $10,Taiwanese,3
Sweet Talk,"Tiong Bahru Plaza, 302 Tiong Bahru Road #01-07",Under $10,Taiwanese,
Sweet Tornado,"Golden Village Cinema, 51 Yishun Central 1, #01-01",Under $10,,3.5
Swensen&#39;s,"AMK Hub, 53 Ang Mo Kio Ave 3 #B1-25/26",$21 - $30,,
Swensen&#39;s,"Bedok Mall, 311 New Upper Changi Road #01-77",$11 - $20,,
Swensen&#39;s,"Junction 8 Shopping Centre, 9 Bishan Place #01-39",$11 - $20,,3.5
Swensen&#39;s,"Bukit Panjang Plaza, 1 Jelebu Road #03-04",$11 - $20,,3.5
Swensen&#39;s,"Changi Airport Terminal 2, 60 Airport Boulevard #026-017 (Arrival Hall)",$11 - $20,,3.5
Swensen&#39;s,"Suntec City Mall, 3 Temasek Boulevard #B1-060",$11 - $20,,4
Swensen&#39;s,"Plaza Singapura, 68 Orchard Road #03-23",$11 - $20,,4
Swensen&#39;s,"IMM, 2 Jurong East St 21 #01-111",$11 - $20,,3.5
Swensen&#39;s,"City Square Mall, 180 Kitchener Road #03-37/38",$11 - $20,,4
Swensen&#39;s,"Parkway Parade, 80 Marine Parade Road #B1-33/34",$11 - $20,,4
Swensen&#39;s,"ION Orchard, 2 Orchard Turn #B1-31",$11 - $20,,4
Swensen&#39;s,"E!Hub, 1 Pasir Ris Close #02-121/122",$11 - $20,,
Swensen&#39;s,"Compass Point, 1 Sengkang Square #B1-28/29",$11 - $20,,3.5
Swensen&#39;s,"Nex, 23 Serangoon Central #02-07/08",$11 - $20,,4
Swensen&#39;s,"Tampines Mall, 4 Tampines Central 5 #03-30",$11 - $20,,3.5
Swensen&#39;s,"Thomson Plaza, 301 Upper Thomson Road #03-23",$11 - $20,,4
Sync Korean Tapas Bar,"Serangoon Garden, 12 Maju Ave",$21 - $30,Fusion,
Szechuan Court &amp; Kitchen,"Fairmont Singapore, Level 3, 80 Bras Basah Road",$31 - $50,"Sichuan, Chinese",3.5
T.G.I. Friday&#39;s,"I12 Katong, 112 East Coast Road #01-13",$11 - $20,American,3.5
Ta-Da! The Bistro,"Manulife Center, 51 Bras Basah Road, #01-03A",$31 - $50,Fusion,
Taan,30 Liang Seah Street,$11 - $20,Japanese,
Table Manners,"Changi City Point - The Oasis, 5 Changi Business Park Central 1, #01-68/69",$21 - $30,European,3.5
Tablescape,"Movenpick Heritage Hotel Sentosa, 23 Beach View",$51 - $80,Fusion,
Tai Dong Teochew Braised Duck,"Sims Vista 49 Market And Food Centre, Blk 49 Sims Place",Under $10,Teochew,3.5
Tai Ho Soon Restaurant,"61 Kampong Bahru Road, #01-01",Under $10,Foochow,
Taipei Cafe,"Bugis Cube, 470 North Bridge Road #01-02",$11 - $20,Taiwanese,4
Taiwan Delight - Koufu,"Singapore Polytechnic, 500 Dover Road",Under $10,Taiwanese,4
Taiwan Mao Kong,"The Arcade, 11 Collyer Quay",Under $10,Singaporean,
Taiwanese Cuisine - Food Fare,"AMK Hub, 53 Ang Mo Kio Ave 3 #03-12",Under $10,Teochew,
Tajimaya Yakiniku,"VivoCity, 1 Harbourfront Walk #01-102/103",$31 - $50,Japanese,4
Tak Po,42 Smith St,$11 - $20,Cantonese/Hong Kong,3.5
Takayama,"Downtown Gallery, 6 Shenton Way, #01-09/10",$81 - $150,Japanese,
Take 2 Cafe,"Goldhill Shopping Centre, 159 Thomson Rd",Under $10,Malay,
Takumi by Sushiro,"301 Upper Thomson Road, #01-113F Thomson Plaza",$11 - $20,Japanese,
Tamako Meal,"Sembawang Hills Estate, 128 Casuarina Road",$11 - $20,Japanese,4
Tamarind Hill,"Labrador Park, 30 Labrador Villa Road",$81 - $150,Thai,
Tamashii Robataya,"12 North Canal Road, #02-01",$31 - $50,Japanese,4.5
Tamoya Udon,"Liang Court, 177 River Valley Road #01-32",$11 - $20,Japanese,3.5
Tampopo,"Liang Court, 177 River Valley Road #01-23/24",$11 - $20,Japanese,4
Tandoori Corner,"Balestier Plaza, 400 Balestier Road #01-12",Under $10,Indian,
Tangerine,"Resorts World Sentosa, 8 Sentosa Gateway (ESPA)",$51 - $80,"Singaporean Chinese, Singaporean Western",
