name,street_address,price,cuisine,rating,latitude,longitude
Sophie Bakery,"Wisma Atria, 435 Orchard Road #B1-44/49",Under $10,"French, European",3.5,1.303704,103.833284
Sophie Bakery,"One Shenton, 1 Shenton Way",Under $10,"French, European",,1.279167,103.8505
Soup Broth Asia,"Raffles City Shopping Centre, 252 North Bridge Road #B1-62",Under $10,Fusion,4,1.293883,103.853502
Soup Guru - Food Republic,"Shaw House, 350 Orchard Road Basement 1",Under $10,Chinese,,1.305575,103.831904
Soup Master &amp; XO Chicken Pot,10 Cheong Chin Nam Road,$11 - $20,,3.5,1.342846,103.77526
Soup Restaurant,"Raffles Medical Holland Village, 118 Holland Avenue, #01-02",$11 - $20,Singaporean Chinese,,1.310655,103.796069
Soup Restaurant,"Nex, 23 Serangoon Central #02-15/16",$21 - $30,,3.5,1.351221,103.872292
Soup Restaurant,"United Square, 101 Thomson Road #B1-10",$11 - $20,,,1.316866,103.84377
SOUPerlicious,"Changi Airport Terminal 2, 60 Airport Boulevard #048-049 (Departure Check In Hall)",Under $10,American,2.5,1.35538,103.988358
South Union Park,101 Jalan Kembagan,$11 - $20,Multi-Cuisine,,1.365447,103.692673
Southbank,314 Joo Chiat Road,$11 - $20,Thai,,1.309386,103.902206
Soy Good,"Geylang Bahru Food Centre, 69 Geylang Bahru #01-2739",Under $10,,,1.321467,103.870018
Soyahouse Cafe,"Far East Plaza, 14 Scotts Road #01-16A/B",Under $10,,,1.307079,103.833146
Soyako,"Bukit Timah Market, 51 Upper Bukit Timah Road #166",Under $10,,4,1.339401,103.776083
Spageddies Italian Kitchen,"Orchard Central, 181 Orchard Road #04-01",$11 - $20,Italian,3.5,1.300813,103.839903
Spagio Pizzeria,"Liang Seah Street, 2 Liang Seah Street",$11 - $20,"Italian, European",,1.297832,103.856757
Spanish Doughnuts,"Orchard Central, 181 Orchard Road #05-51/52",Under $10,,4,1.300813,103.839903
Special Chilli Yong Tau Foo,"Berseh Food Centre, 166 Jalan Besar #01-17",Under $10,,4,1.307408,103.856836
Spice Brasserie,"PARKROYAL on Kitchener Road, 181 Kitchener Road Lobby",$21 - $30,Multi-Cuisine,3.5,1.310625,103.855623
Spice Sutra Restaurant &amp; Caf&#233;,"Thomson Imperial Court, 200 Upper Thomson Road #01-03",$21 - $30,Indian,4,1.35187,103.83607
Spices Cafe,"Concorde Hotel Singapore, 100 Orchard Road",$21 - $30,Fusion,4,1.300614,103.842228
Spicy Non Spicy,"822 Tampines Street 81, #01-196",$11 - $20,Dong Bei,,1.348316,103.934399
Spicy Thai Thai,Blk 115 Aljunied Ave 2 #01-35,$11 - $20,Thai,3.5,1.321323,103.887273
Spicy Thai Thai,Blk 115 Aljunied Ave 2 #01-35,$11 - $20,Thai,,1.321323,103.887273
Spinach Yong Tau Foo Soup,221B Boon Lay Place,Under $10,Singaporean Chinese,,1.346754,103.712178
Spinelli Coffee Company,"NUS Faculty of Science, 10 Kent Ridge Crescent Canteen 4 (Bioscience)",Under $10,American,4,1.294726,103.772476
Spinelli Coffee Company,"King Albert Park, 11 King Albert Park #01-05",Under $10,American,4,1.336909,103.779311
Spinelli Coffee Company,"Wheelock Place, 501 Orchard Road #B1-01",Under $10,American,3.5,1.304811,103.831198
Spize,"Temasek Club, 131 Rifle Range Road #03-03",$21 - $30,Asian Variety,,1.293178,103.796475
Spizza,"Balmoral Plaza, 271 Bukit Timah Road #01-09",$21 - $30,Italian,4,1.316712,103.835258
Spizza,29 Club Street,$11 - $20,Italian,4,1.282319,103.846519
Spizza,269 Jalan Kayu,$11 - $20,Italian,4,1.397126,103.872912
Spizza,Blk 22 Havelock Road #01-677,$11 - $20,Italian,,1.370967,103.72023
Spizza,207B Pandan Loop,$11 - $20,Italian,,1.312571,103.753025
Spizzico Ristorante Italiano,"UE Square, 81A Clemenceau Ave #01-13",$31 - $50,Italian,3.5,1.292042,103.842617
Sprigs,12 Purvis Street #01-01,$31 - $50,European,4.5,1.296622,103.855353
Springleaf Prata Place,57B Jalan Tua Kong,Under $10,Indian,,1.315959,103.925444
SPRMRKT,2 McCallum Street,$11 - $20,Multi-Cuisine,3.5,1.279719,103.847515
Spruce,"Phoenix Park, 320 Tanglin Road",$31 - $50,American,3.5,1.298416,103.816575
Spuds &amp; Aprons,"Faber Peak, 109 Mount Faber Road",$21 - $30,Multi-Cuisine,4,1.271296,103.819352
Sque Rotisserie &amp; Alehouse,"The Central, 6 Eu Tong Sen Street, #01-70",$11 - $20,,3.5,1.28878,103.846236
Sri Sujana Nasi Lemak,"Changi Village Hawker Centre, Blk 2/3 Changi Village Road #01-30",Under $10,Malay,3,1.389658,103.988092
Srisun Prata,Blk 132 Bukit Batok West Ave 6,Under $10,Indian,3,1.374281,103.770723
Ssikkek Korean Grill BBQ Buffet,"Oriental Plaza, 291 New Bridge Road, #01-01",$21 - $30,Korean,3.5,1.281869,103.841943
SsikSin BBQ,"Tampines 1, 10 Tampines Central 1 #04-22/23",$21 - $30,Korean,4,1.367228,103.928218
SsikSin Chicken,"Nex, 23 Serangoon Central #02-04/06",$11 - $20,Korean,,1.351221,103.872292
St.Marc Cafe,"Marina Square, 6 Raffles Boulevard #02-105",Under $10,Japanese,3.5,1.291914,103.856261
St Marc Cafe,"Vivocity, 1 Harbourfront Walk #01-108/110",Under $10,Japanese,3.5,1.263928,103.822229
Stamping Ground Coffee,31 Club St  #01-02,Under $10,,,1.282337,103.846326
Standing Sushi Bar,"Singapore Art Museum, 8 Queen St #01-03",$11 - $20,Japanese,3.5,1.297252,103.850961
Standing Sushi Bar,"Marina Bay Link Mall, 8A Marina Boulevard #B2-51",$21 - $30,Japanese,3,1.281203,103.853251
Star Yong Kwang BBQ Seafood,"Alexandra Village Food Centre, 120 Bukit Merah Lane 1, #01-07/08",$11 - $20,,4,1.286295,103.804495
Starbucks,"Bedok Mall, 311 New Upper Changi Road #01-92/93",Under $10,American,,1.324493,103.929484
Starbucks,"Bishan Community Club, 51 Bishan Street 13 #01-02",Under $10,American,,1.349518,103.850479
Starbucks,"Bugis Junction, 230 Victoria St #01-15",Under $10,American,4,1.298508,103.855434
Starbucks,"Changi City Point, 5 Changi Business Park Central 1 #01-25",Under $10,American,4,1.334449,103.962887
Starbucks,"Raffles City Shopping Centre, 252 North Bridge Road #01-46/48",Under $10,American,4,1.293883,103.853502
Starbucks,"The Clementi Mall, 3155 Commonwealth Ave West #03-K1/K3",Under $10,American,4,1.314791,103.764247
Starbucks,"Jem, 50 Jurong Gateway Road #01-02",Under $10,American,3.5,1.333169,103.743536
Starbucks,"Novena Square (Office Tower), 238 Thomson Road #02-K7/K8",Under $10,American,,1.319826,103.843953
Starbucks,"Wisma Atria, 435 Orchard Road #03-35/40",Under $10,American,3,1.303704,103.833284
Starbucks,"Liat Towers, 541 Orchard Road #01-01A",Under $10,American,4.5,1.305073,103.830758
Starbucks,"1 Pasir Ris Central Street 3, #01-21/22/23",$11 - $20,American,,1.372477,103.950032
Starbucks,"OneKM Mall, 11 Tanjong Katong Road #01-17/18/19",Under $10,American,,1.314965,103.894924
Starbucks,"OCBC Centre East, 63 Chulia St #01-01A",Under $10,American,,1.284934,103.849759
Starbucks,"Resorts World Sentosa, 26 Sentosa Gateway #01-202",Under $10,American,,1.25218,103.824175
Starbucks,"Nex, 23 Serangoon Central #02-K01/02",Under $10,American,4,1.351221,103.872292
Starbucks,"Tampines Mall, Blk 4 Tampines Central 5 #01-50",Under $10,American,,1.35317,103.942798
Starbucks,"Our Tampines Hub, 1 Tampines Walk, #01-104",Under $10,American,,1.352987,103.940189
Starbucks,"Tampines Mall, 4 Tampines Central 5 #01-50",Under $10,American,3.5,1.352645,103.94473
Starbucks,"VivoCity, 1 HarbourFront Walk #02-60/61",Under $10,American,4,1.263928,103.822229
Stay Home Mum Cafe,"Heartland Mall, 205 Hougang St 21 #02",Under $10,,,1.35949,103.885485
SteakOut,89 Victoria St #01-01,$11 - $20,American,2.5,1.2971,103.852442
Steamed Gourmet - Food Junction,"Lot One Shoppers&#39; Mall, 21 Choa Chu Kang Ave 4 #04-15",Under $10,"Singaporean, Chinese",4,1.385003,103.744925
Stellar,"One Raffles Place, 1 Raffles Place #62-01",$51 - $80,European,4,1.28453,103.850971
Stellar,"One Raffles Place, 1 Raffles Place #62-01",$51 - $80,,4,1.28453,103.850971
Stickhouse,"JCube, 2 Jurong East Central 1 #B1-K14",Under $10,"Italian, Middle Eastern/Mediterranean, European",3,1.333129,103.740221
Sticky,"JCube, 2 Jurong East Central 1 #04-12",Under $10,Australian / New Zealand,4.5,1.333129,103.740221
Sticky,"Cathay Cineleisure Orchard, 8 Grange Road #01-02",Under $10,Australian / New Zealand,4,1.301454,103.836467
Sticky Wings,"Westgate Mall, 3 Gateway Drive, #02-05",Under $10,,,1.334457,103.742711
Stirling,15 Cheong Chin Nam Road,$21 - $30,"Italian, Middle Eastern/Mediterranean",3.5,1.343179,103.775186
Stirling Highway,"Ridgewood Condominium, 5 Ridgewood Close #G1",Under $10,,,1.315956,103.777668
Straits Cafe,"Rendezvous Grand Hotel Singapore, 9 Bras Basah Road",$21 - $30,Multi-Cuisine,4,1.29346,103.85533
Straits Chinese Nonya Restaurant,"Chinatown Plaza, 34 Craig Road #01-08/09",$11 - $20,Peranakan / Nonya,4,1.278666,103.842092
Straits Kitchen,"Grand Hyatt Singapore, 10 Scotts Road Lobby Level",$21 - $30,Singaporean,3.5,1.306345,103.833283
Stranger&#39;s Reunion,37 Kampong Bahru Road,$11 - $20,,3.5,1.276882,103.836356
Streats,"Bukit Panjang Plaza, 1 Jelebu Road #03-05/07",$11 - $20,Cantonese/Hong Kong,3,1.37956,103.764306
Streats,"E!Hub, 1 Pasir Ris Close #02-104/105",$11 - $20,Cantonese/Hong Kong,3,1.377757,103.955297
STREET 50 Restaurant and Bar,"Bay Hotel Singapore, 50 Telok Blangah Road",$31 - $50,"Fusion, Multi-Cuisine",3.5,1.26632,103.82381
Stuttgart Blackforest Boutique S-Cafe,"GSM Building, 141 Middle Rd #01-01+",$11 - $20,"German, European",4,1.299483,103.852398
Stuttgart Blackforest Boutique S-Cafe,"Rendezvous Hotel Gallery, 9 Bras Basah Road #01-01",$11 - $20,German,,1.298583,103.849316
Su Korean Cuisine,"Far East Plaza, 14 Scotts Road #01-21",$11 - $20,Korean,3.5,1.307079,103.833146
Su Shi Piao Xiang (Vegetarian) - Kopitiam,Blk 2 Lorong Lew Lian #01-56,Under $10,,,1.350579,103.875572
Su Yuan Vegetarian,"11 Telok Blangah Crescent Market &amp; Food Centre, 11 Telok Blangah Cresent #113",Under $10,,,1.277384,103.818681
Suanthai&#39;s Thai Cuisine - Foodfare,"AMK Hub, 53 Ang Mo Kio Ave 3 #03-12",Under $10,Thai,,1.36926,103.849189
Subway,"AMK Hub, 53 Ang Mo Kio Ave 3 #01-35",Under $10,American,4,1.36926,103.849189
Subway,"Junction 8 Shopping Centre, 9 Bishan Place #01-31",Under $10,American,3.5,1.350045,103.848304
Subway,"Bukit Gombak MRT, 802 Bukit Batok West Ave 5",Under $10,American,,1.358991,103.752078
Subway,"Bukit Panjang Plaza, 1 Jelebu Road #01-38",Under $10,American,,1.37956,103.764306
Subway,"Ngee Ann Polytechnic, Blk 51, 535 Clementi Road (Makan Place)",Under $10,American,,1.33344,103.773862
Subway,"JCube, 2 Jurong East Central 1 #B1-K04",Under $10,American,,1.333129,103.740221
Subway,"Chevron House, 30 Raffles Place #B1-05",Under $10,American,4,1.284173,103.851892
Subway,"Sentosa, 51 Imbiah Road",Under $10,American,,1.25218,103.824175
Subway,"Tiong Bahru Plaza, 302 Tiong Bahru Road #01-57/58",Under $10,American,4,1.28643,103.827693
Subway,"HDB Hub, 450 Toa Payoh Lorong 6 #01-06/07",Under $10,American,,1.331922,103.848506
Subway,"Khoo Teck Puat Hospital, 90 Yishun Central #01-01/02",Under $10,American,4.5,1.423975,103.838424
Sufood,"Raffles City Shopping Centre, 252 North Bridge Road, #02-19",$21 - $30,"Italian, Taiwanese",4,1.293883,103.853502
Sugarica Sweet &amp; Savoury,"Watermark Robertson Quay, 7 Rodyk Street #01-32",Under $10,"French, European",,,
Sukhothai Kitchen Authentic Thai Cuisine - Tastebud Foodcourt,52 Queen Street,Under $10,Thai,,1.297789,103.851757
Suki-Ya,"Bedok Point, 799 New Upper Changi Road #03-08/11",$31 - $50,Japanese,,1.324952,103.932317
Suki-Ya,"Bugis+, 201 Victoria St #04-14/15",$31 - $50,Japanese,4,1.300152,103.856221
Suki-Ya,"Heartland Mall, 205 Hougang Street 21 #02-08/09",$31 - $50,Japanese,,1.359422,103.885256
Sum Kee Food,"Yeo&#39;s Building, 2 Telok Blangah Street 31",$11 - $20,"Singaporean, Chinese",3.5,1.296679,103.84785
Sumire Yakitori House,"Bugis Junction, 80 Middle Road, #01-88/89",$31 - $50,Japanese,4,1.298508,103.855434
Sumiya Charcoal Grill Izakaya,"Orchard Central, 181 Orchard Road #12-02",$21 - $30,Japanese,4,1.300813,103.839903
Summer Palace,"Regent Singapore, 1 Cuscaden Road Level 3",$81 - $150,Cantonese/Hong Kong,4,1.304976,103.825429
Sumomo Okonomiyaki,44A Prinsep St #01-01,$11 - $20,Japanese,,1.299536,103.849826
Sun with Moon Japanese Dining &amp; Caf&#233;,"The Central, 6 Eu Tong Sen St #01-70",$31 - $50,Japanese,4.5,1.28878,103.846236
Sun with Moon Japanese Dining &amp; Caf&#233;,"Wheelock Place, 501 Orchard Road #03-15/16/17",$21 - $30,Japanese,4,1.304811,103.831198
Sun Yang Hai Xien Tang,177 Toa Payoh Central #01,Under $10,"Singaporean, Chinese",3.5,1.333809,103.848612
Sunday Folks,"Chip Bee Garden, 44 Jalan Merah Saga #01-52",$11 - $20,,3.5,1.31197,103.797194
Sunday Market,22 Lim Tua Tow Road,$11 - $20,Fusion,3.5,1.354115,103.877152
Sungei Road Laksa - Jin Shui Kopitiam,Blk 27 Jalan Berseh #01-100,Under $10,Singaporean,4,1.365556,103.829035
Sunrise Bistro &amp; Bar,"Playground @ Big Splash, 902B East Coast Parkway #01-05",$11 - $20,Italian,,1.297928,103.900372
Sun&#39;s Caf&#233;,"Hotel Grand Pacific, 101 Victoria St Level 1",$31 - $50,Multi-Cuisine,3.5,1.297398,103.852546
Super Loco,"60 Robertson Quay, #01-13 THE QUAYSIDE",$21 - $30,Mexican,,1.290185,103.839111
Super Star K,75 Tanjong Pagar Road,$31 - $50,Korean,4,1.277971,103.843857
SuperTree,"Gardens By The Bay, 18 Marina Gardens Drive #03-01 (Supertree Grove)",$31 - $50,Multi-Cuisine,3.5,1.284366,103.865426
Supply &amp; Demand,"Esplanade Mall, 8 Raffles Avenue, #01-13",$11 - $20,Italian,4,1.289509,103.855511
Supply &amp; Demand,"Orchard Gateway, 277 Orchard Road, #02-13/14",$11 - $20,"Italian, Fusion",4,1.301085,103.838988
Supreme Cuisine,"Matrix, 30 Biopolis Street, #01- 02",$11 - $20,Japanese,3,1.303324,103.792502
Suprette,"Kam Leng Hotel, 383 Jalan Besar (Lobby)",$21 - $30,American,3.5,1.313224,103.8597
Sushi Airways,20A Baghdad Street,$31 - $50,Japanese,4,1.301127,103.859811
Sushi Burrito,"100 AM, 100 Tras St #01-06",$11 - $20,"Mexican, Japanese, Fusion",3.5,1.274468,103.843632
Sushi Express,"CityLink Mall, 1 Raffles Link #B1-23",$11 - $20,Japanese,3.5,1.292364,103.854457
Sushi Express,"Westgate, 3 Gateway Drive #B1-26",$11 - $20,Japanese,3.5,1.334461,103.742801
Sushi Express,"313@Somerset, 313 Orchard Road #B3-28/29",$11 - $20,Japanese,3.5,1.301114,103.838872
Sushi Goshin,"Robinson Orchard, 260 Orchard Road #B1-02B",$31 - $50,Japanese,,1.302352,103.837187
Sushi Jin,"One Farrer Hotel and Spa, 1 Farrer Park Station Road #01-11/12 (Owen Link)",$51 - $80,Japanese,,1.312951,103.853971
Sushi Jiro,"PARKROYAL COLLECTION Marina Bay, 6 Raffles Boulevard, #04-600",$151 - $300,Japanese,,1.291914,103.856261
Sushi Jiro,"Marina at Keppel Bay, 2 Keppel Bay Vista, #02-01",$81 - $150,Japanese,,1.264079,103.812606
Sushi Kou,"Holiday Inn Singapore Orchard City Centre, 11 Cavenagh Road, #01-13/14",$301 - $500,Japanese,,1.302313,103.841085
Sushi Mitsuya,60 Tras St #01-01,$81 - $150,Japanese,,1.277872,103.844134
Sushi Tei,"China Square Central, 20 Cross St #01-28/30",$21 - $30,Japanese,4.5,,
Sushi Tei,"Holland V Shopping Mall, 3 Lorong Liput #01-08",$21 - $30,Japanese,3.5,1.310804,103.795301
Sushi Tei,"JEM, 50 Jurong Gateway Road #03-18",$21 - $30,Japanese,4,1.333169,103.743536
Sushi Tei,"Paragon, 290 Orchard Road #05-05",$21 - $30,Japanese,4,1.303628,103.835548
Sushi Tei,"VivoCity, 1 Harbourfront Walk #02-152",$21 - $30,Japanese,4,1.263928,103.822229
Sushi Tei,"Thomson Plaza, 301 Upper Thomson Road",$21 - $30,Japanese,3.5,1.354815,103.830945
Sushi Tei,"930 Yishun Ave 2, #02-13 Northpoint Shopping Centre",$21 - $30,Japanese,,1.42846,103.836099
Swatow Seafood Restaurant,"181 Lorong 4 Toa Payoh, #02-602",$21 - $30,"Cantonese/Hong Kong, Teochew",3.5,1.333606,103.850962
Swatow Wanton Noodle,"Bedok 85 Market, Blk 85 Bedok North St 4 #01-50",Under $10,,,1.332,103.938762
Swee Choon Dim Sum Restaurant,183-191 Jalan Besar,Under $10,Cantonese/Hong Kong,4,1.355309,103.887857
Swee Heng,"NUH Main Building 1, 5 Lower Kent Ridge Road #01-01",Under $10,Singaporean,,1.29645,103.78285
Swee Heng,"Keat Hong Shopping Centre, Blk 253 Chao Chu Kang Ave 1 #B1-19",Under $10,,,1.377384,103.74443
Swee Heng Wanton Noodle,"Chomp Chomp Food Centre, 20 Kensington Park Road #01-12",Under $10,,3.5,1.364233,103.866536
Swee Satay,644 Hougang Avenue 8 #01-257,Under $10,Malay,4,1.371454,103.881279
Sweet Basil,"The Adelphi, 1 Coleman St #02-07",$11 - $20,Thai,,1.291251,103.851217
Sweet Dynasty Cafeteria,29 Keong Saik Road,$11 - $20,Chinese,4,1.279965,103.841366
Sweet Musings,"The Star Vista, 1 Vista Exchange Green #02-05",Under $10,Fusion,3.5,1.306871,103.78857
Sweet Secrets,"Junction 8 Shopping Centre, 9 Bishan Place #B1-10",Under $10,French,,1.350045,103.848304
Sweet Secrets*,"International Plaza, 10 Anson Road",Under $10,Singaporean,,1.275837,103.846306
Sweet Talk,"Yew Tee Point, 21 Choa Chu Kang North 6 #B1-40",Under $10,Taiwanese,4.5,1.397199,103.74683
Sweet Talk,"Orchard Central, 181 Orchard Road #B1-02",Under $10,Taiwanese,4,1.300813,103.839903
Sweet Talk,"Tampines MRT, 20 Tampines Central 1 #01-05",Under $10,Taiwanese,3,1.36029,103.887149
Sweet Talk,"Tiong Bahru Plaza, 302 Tiong Bahru Road #01-07",Under $10,Taiwanese,,1.28643,103.827693
Sweet Tornado,"Golden Village Cinema, 51 Yishun Central 1, #01-01",Under $10,,3.5,1.429929,103.836338
Swensen&#39;s,"AMK Hub, 53 Ang Mo Kio Ave 3 #B1-25/26",$21 - $30,,,1.36926,103.849189
Swensen&#39;s,"Bedok Mall, 311 New Upper Changi Road #01-77",$11 - $20,,,1.324493,103.929484
Swensen&#39;s,"Junction 8 Shopping Centre, 9 Bishan Place #01-39",$11 - $20,,3.5,1.350045,103.848304
Swensen&#39;s,"Bukit Panjang Plaza, 1 Jelebu Road #03-04",$11 - $20,,3.5,1.37956,103.764306
Swensen&#39;s,"Changi Airport Terminal 2, 60 Airport Boulevard #026-017 (Arrival Hall)",$11 - $20,,3.5,1.35538,103.988358
Swensen&#39;s,"Suntec City Mall, 3 Temasek Boulevard #B1-060",$11 - $20,,4,1.293422,103.856858
Swensen&#39;s,"Plaza Singapura, 68 Orchard Road #03-23",$11 - $20,,4,1.300005,103.844626
Swensen&#39;s,"IMM, 2 Jurong East St 21 #01-111",$11 - $20,,3.5,1.347118,103.728632
Swensen&#39;s,"City Square Mall, 180 Kitchener Road #03-37/38",$11 - $20,,4,1.311361,103.856561
Swensen&#39;s,"Parkway Parade, 80 Marine Parade Road #B1-33/34",$11 - $20,,4,1.300837,103.9055
Swensen&#39;s,"ION Orchard, 2 Orchard Turn #B1-31",$11 - $20,,4,1.304082,103.832016
Swensen&#39;s,"E!Hub, 1 Pasir Ris Close #02-121/122",$11 - $20,,,1.377757,103.955297
Swensen&#39;s,"Compass Point, 1 Sengkang Square #B1-28/29",$11 - $20,,3.5,1.392393,103.895331
Swensen&#39;s,"Nex, 23 Serangoon Central #02-07/08",$11 - $20,,4,1.351221,103.872292
Swensen&#39;s,"Tampines Mall, 4 Tampines Central 5 #03-30",$11 - $20,,3.5,1.352645,103.94473
Swensen&#39;s,"Thomson Plaza, 301 Upper Thomson Road #03-23",$11 - $20,,4,1.354815,103.830945
Sync Korean Tapas Bar,"Serangoon Garden, 12 Maju Ave",$21 - $30,Fusion,,1.364925,103.86576
Szechuan Court &amp; Kitchen,"Fairmont Singapore, Level 3, 80 Bras Basah Road",$31 - $50,"Sichuan, Chinese",3.5,1.294082,103.853857
T.G.I. Friday&#39;s,"I12 Katong, 112 East Coast Road #01-13",$11 - $20,American,3.5,1.305462,103.904652
Ta-Da! The Bistro,"Manulife Center, 51 Bras Basah Road, #01-03A",$31 - $50,Fusion,,1.297855,103.850276
Taan,30 Liang Seah Street,$11 - $20,Japanese,,1.298347,103.856304
Table Manners,"Changi City Point - The Oasis, 5 Changi Business Park Central 1, #01-68/69",$21 - $30,European,3.5,,
Tablescape,"Movenpick Heritage Hotel Sentosa, 23 Beach View",$51 - $80,Fusion,,1.25353,103.81951
Tai Dong Teochew Braised Duck,"Sims Vista 49 Market And Food Centre, Blk 49 Sims Place",Under $10,Teochew,3.5,,
Tai Ho Soon Restaurant,"61 Kampong Bahru Road, #01-01",Under $10,Foochow,,1.27654,103.835979
Taipei Cafe,"Bugis Cube, 470 North Bridge Road #01-02",$11 - $20,Taiwanese,4,1.298162,103.855638
Taiwan Delight - Koufu,"Singapore Polytechnic, 500 Dover Road",Under $10,Taiwanese,4,1.308084,103.77962
Taiwan Mao Kong,"The Arcade, 11 Collyer Quay",Under $10,Singaporean,,1.283614,103.852058
Taiwanese Cuisine - Food Fare,"AMK Hub, 53 Ang Mo Kio Ave 3 #03-12",Under $10,Teochew,,1.36926,103.849189
Tajimaya Yakiniku,"VivoCity, 1 Harbourfront Walk #01-102/103",$31 - $50,Japanese,4,1.263928,103.822229
Tak Po,42 Smith St,$11 - $20,Cantonese/Hong Kong,3.5,1.282668,103.843647
Takayama,"Downtown Gallery, 6 Shenton Way, #01-09/10",$81 - $150,Japanese,,1.276904,103.848367
Take 2 Cafe,"Goldhill Shopping Centre, 159 Thomson Rd",Under $10,Malay,,1.318051,103.843685
Takumi by Sushiro,"301 Upper Thomson Road, #01-113F Thomson Plaza",$11 - $20,Japanese,,1.354669,103.83092
Tamako Meal,"Sembawang Hills Estate, 128 Casuarina Road",$11 - $20,Japanese,4,1.376836,103.82809
Tamarind Hill,"Labrador Park, 30 Labrador Villa Road",$81 - $150,Thai,,1.267936,103.80048
Tamashii Robataya,"12 North Canal Road, #02-01",$31 - $50,Japanese,4.5,1.286252,103.848807
Tamoya Udon,"Liang Court, 177 River Valley Road #01-32",$11 - $20,Japanese,3.5,1.291667,103.844507
Tampopo,"Liang Court, 177 River Valley Road #01-23/24",$11 - $20,Japanese,4,1.291667,103.844507
Tandoori Corner,"Balestier Plaza, 400 Balestier Road #01-12",Under $10,Indian,,1.325802,103.85029
Tangerine,"Resorts World Sentosa, 8 Sentosa Gateway (ESPA)",$51 - $80,"Singaporean Chinese, Singaporean Western",,1.255696,103.820216
Tanglin Crispy Curry Puff,"Hong Lim Market &amp; Food Centre, Blk 531A Upper Cross St #02-34",Under $10,,3,1.285221,103.845905
Tanglin Halt Original Peanut Pancake,"Tanglin Halt Market, 48A Tanglin Halt Road #01-17",Under $10,,4,1.300536,103.797755
Tanjong Beach Club,120 Tanjong Beach Walk,$21 - $30,American,3.5,1.243262,103.828119
Tanjong Rhu Pau &amp; Confectionery,Blk 72 Thomson Road #01-113,Under $10,Cantonese/Hong Kong,4.5,1.315959,103.845132
Tanjong Rhu Wanton Noodle,"Jalan Batu Market and Cooked Food Centre, Blk 4A Jalan Batu #01-35",Under $10,"Singaporean, Chinese",,,
Tanuki Raw,"534 National Design Centre, 111 Middle Road #01-05",$21 - $30,Japanese,,1.298784,103.853532
Tanuki Raw,"Jewel Changi Airport, 78 Airport Boulevard, #05-202",$21 - $30,"Japanese, Fusion",,1.360234,103.989709
Tanuki Raw,"Orchard Central, 181 Orchard Road #04-01",$21 - $30,Japanese,3.5,1.300813,103.839903
Tanyoto,"Liang Court, 177 River Valley Road #01-25/25A",$21 - $30,Sichuan,3.5,1.291667,103.844507
TAO Seafood Asia,"Asia Square Tower 2, 12 Marina View #02-10",$51 - $80,"Asian Variety, Singaporean Chinese",4,1.278117,103.850773
TAO&#39;S,"The Central, 6 Eu Tong Sen St #04-86",$21 - $30,Fusion,4,1.28878,103.846236
Tapa King - Food Junction,"Century Square, 2 Tampines Central 5 #03-12",Under $10,Filipino,,1.352179,103.943933
Tapow,19 Ann Siang Hill,Under $10,Fusion,,1.281408,103.845292
Taste Paradise,"ION Orchard, 2 Orchard Turn #04-07",$21 - $30,Cantonese/Hong Kong,4,1.304082,103.832016
Tasty Thai Hut,"Bukit Timah Market &amp; Food Centre, 116 Upper Bukit Timah Road #02-159",Under $10,Thai,4,1.339401,103.776083
Tatsuya Japanese Restaurant,"Goodwood Park Hotel, 22 Scotts Road",$81 - $150,Japanese,4.5,1.308678,103.834669
Tawandang Microbrewery,26 Dempsey Road #01-01,$31 - $50,"German, Thai",3.5,1.305436,103.811542
TCC - The Connoisseur Concerto,"Anchorpoint, 370 Alexandra Road #01-07/08",$31 - $50,Multi-Cuisine,4,1.28871,103.805077
TCC - The Connoisseur Concerto,51 Circular Road,$31 - $50,Multi-Cuisine,4,1.28586,103.849595
TCC - The Connoisseur Concerto,"Bugis Junction, 200 Victoria Street #01-97",$31 - $50,Multi-Cuisine,4,1.298508,103.855434
TCC - The Connoisseur Concerto,"Millenia Walk, 9 Raffles Boulevard #01-44/45",$31 - $50,Multi-Cuisine,4,1.292083,103.859414
TCC - The Connoisseur Concerto,"Citylink Mall, 1 Raffles Link #B1-26",$31 - $50,Multi-Cuisine,4,1.292364,103.854457
TCC - The Connoisseur Concerto,"Shaw House, 350 Orchard Road Level 2 (Isetan Scotts)",$31 - $50,Multi-Cuisine,3.5,1.305589,103.83168
TCC - The Connoisseur Concerto,"Wisma Atria, 435 Orchard Road #02-18",$31 - $50,Multi-Cuisine,3.5,1.303704,103.833284
TCC - The Connoisseur Concerto,"Marina at Keppel Bay, 2 Keppel Bay Vista #02-02A",$31 - $50,Multi-Cuisine,4,1.264079,103.812606
Tea Valley,"Downtown East, Blk 1 Pasir Ris Close #01-05A",Under $10,Taiwanese,3.5,1.377757,103.955297
Teahouse - The Asian Kitchen,"Raffles City Shopping Centre, 252 North Bridge Road #B1-14/15",Under $10,Taiwanese,3.5,1.293883,103.853502
Teck Ee Economic Rice,6 Jalan Tampang,Under $10,,,1.442135,103.823526
Teck Seng Soya Bean Milk,"Tiong Bahru Market, 30 Seng Poh Road #02-69",Under $10,,4,1.284759,103.832679
Teck Teochew Porridge,"Tin Yeang Restaurant, Blk 300 Joo Chiat Road",Under $10,Teochew,3.5,1.309756,103.902042
Tenderfresh Xpress,"Causeway Point, 1 Woodlands Square #B1-K14",Under $10,,,1.436185,103.785816
